AT,V,AP,RH,PE
16.88,39.99,1007.08,74.29,462.83
16.23,43.52,1020.13,76.3,464.74
17.81,45.0,1022.32,43.84,471.0
23.92,61.87,1009.63,54.16,441.15
17.39,46.21,1013.94,82.73,454.06
16.86,39.63,1004.47,83.5,466.68
24.16,48.98,1015.19,42.55,459.27
21.11,58.66,1011.7,68.71,457.89
30.13,71.98,1004.95,63.62,431.0
30.15,72.51,1009.37,50.64,443.72
24.43,58.95,1017.18,57.73,441.4
16.74,38.01,1022.63,69.19,463.61
10.22,38.18,1018.01,70.7,474.07
33.34,69.88,1007.65,42.72,437.84
23.04,57.32,1011.23,64.27,442.01
12.12,38.28,1013.65,90.19,471.19
11.12,41.54,1020.13,75.07,477.69
17.28,44.92,1024.39,76.08,459.26
4.99,39.04,1020.45,78.89,472.52
3.94,39.9,1008.06,97.49,488.81
29.05,70.32,1011.33,72.5,437.16
18.06,50.16,1009.52,100.09,450.53
11.48,36.18,1017.03,61.62,469.44
23.39,73.5,1011.37,88.48,441.18
15.63,37.87,1020.4,74.77,465.28
21.47,50.12,1009.19,93.68,448.11
23.16,69.94,1004.92,68.68,438.48
7.77,40.27,1010.25,83.65,485.54
5.33,39.33,1009.61,94.97,491.17
19.48,58.79,1017.6,88.72,450.55
25.6,66.48,1006.16,69.34,435.12
21.01,51.19,1008.44,81.49,446.2
14.3,42.99,1007.32,73.72,467.9
28.3,64.33,1011.23,68.88,441.51
30.2,56.9,1006.89,42.69,436.17
24.6,67.69,1008.67,67.69,440.22
10.5,39.28,1016.55,91.75,480.92
5.71,45.87,1012.04,93.42,482.49
8.42,37.49,1009.22,82.15,478.87
20.03,47.45,1009.04,77.56,450.6
13.57,41.4,1021.27,72.55,464.23
11.48,37.92,1008.47,70.55,472.9
6.76,37.49,1011.66,80.91,484.85
9.48,40.8,1023.82,78.98,485.36
26.39,66.05,1018.24,61.27,442.22
32.73,69.88,1007.86,46.95,434.32
16.44,44.0,1024.48,76.51,460.33
21.91,48.7,1006.89,83.97,449.8
14.26,43.34,1017.24,81.54,464.62
32.15,72.29,1010.13,50.19,435.71
25.66,71.77,1006.76,84.76,429.25
21.38,44.05,1005.69,81.66,445.71
21.96,51.43,1007.28,89.96,442.87
23.28,72.24,1011.3,90.5,434.21
26.51,44.57,1007.56,52.23,445.32
9.59,38.56,1017.01,60.1,481.3
15.75,39.39,1014.38,76.29,468.6
24.01,65.46,1014.17,43.02,443.81
16.37,39.99,1007.05,80.61,464.69
22.43,63.76,1009.84,75.27,442.85
19.72,44.78,1009.27,39.18,464.54
26.85,66.86,1006.78,69.4,438.26
14.84,43.69,1016.31,68.67,472.07
7.79,41.01,1024.0,97.2,477.0
31.49,69.13,1009.33,53.9,425.74
5.21,35.79,1011.5,95.08,484.03
9.3,40.56,1022.64,76.14,479.87
11.41,41.54,1019.94,66.49,477.89
25.58,63.47,1011.44,66.81,443.66
18.87,44.06,1013.42,68.78,451.4
20.85,59.21,1012.9,75.97,444.44
22.5,59.43,1010.31,72.17,441.92
28.86,73.18,1012.46,68.8,427.01
22.74,58.12,1015.16,79.58,447.86
32.35,77.95,1014.76,60.88,432.72
27.22,67.9,1005.73,57.29,441.22
22.36,64.15,1021.05,68.43,453.94
14.79,39.52,1017.95,71.97,469.47
34.24,74.67,1016.24,25.56,425.58
29.15,73.42,1011.43,66.49,432.26
14.47,39.58,1011.31,69.85,467.34
24.43,67.25,1017.99,74.27,436.5
23.95,73.67,1007.32,87.67,437.43
19.38,63.56,1013.13,83.54,452.01
18.41,62.1,1020.4,78.1,457.14
19.61,45.01,1014.84,64.42,461.97
27.97,66.17,1010.81,63.73,441.7
14.44,40.1,1015.51,79.78,468.19
19.66,59.87,1018.75,87.6,446.28
17.59,65.48,1018.96,81.34,454.51
29.84,58.9,1005.24,56.18,440.93
27.71,75.23,1010.21,59.75,440.7
24.52,59.15,1014.03,74.83,439.55
22.12,49.39,1019.8,72.83,451.0
21.75,67.45,1014.89,67.09,445.1
28.82,64.79,1016.74,56.34,445.1
26.23,59.14,1016.98,75.54,437.85
30.36,69.04,1009.6,58.73,436.72
26.05,56.85,1012.78,59.09,438.59
14.64,53.82,1016.33,60.59,463.18
19.98,56.53,1020.22,73.53,454.89
23.93,64.45,1015.35,54.71,449.97
29.7,67.17,1007.31,66.56,438.04
20.25,57.76,1016.28,77.76,452.66
23.01,44.05,1006.56,74.95,450.67
25.21,59.21,1017.37,55.06,445.33
30.08,73.42,1011.17,63.86,434.95
14.26,42.32,1016.0,77.43,463.71
26.77,68.08,1010.83,63.48,432.91
12.82,46.18,1018.53,88.46,466.06
14.57,41.79,1007.61,82.85,457.21
30.91,76.2,1008.53,58.08,434.94
26.89,56.85,1012.27,43.84,436.44
13.94,47.83,1004.83,81.2,465.13
27.17,67.45,1015.67,49.03,429.87
11.54,45.51,1017.19,83.02,474.73
23.84,68.94,1007.45,71.35,436.05
23.39,63.21,1011.91,84.57,448.3
23.36,59.15,1013.71,86.64,442.53
11.52,40.75,1016.23,85.18,477.19
22.88,65.48,1017.33,66.26,447.14
32.91,73.56,1007.02,55.03,434.03
20.55,48.98,1016.1,63.89,452.52
13.03,42.86,1014.39,86.25,475.03
26.95,48.41,1008.53,62.94,436.54
21.97,65.61,1016.09,73.29,447.05
23.18,51.3,1012.04,78.64,448.86
19.05,59.21,1017.99,89.53,451.0
17.13,42.86,1014.15,73.6,463.09
26.6,63.07,1011.97,61.3,442.25
20.31,69.94,1009.7,86.53,446.87
17.44,44.88,1018.05,68.35,465.72
24.96,60.27,1018.68,69.97,442.67
7.96,38.91,1016.35,89.17,482.17
10.24,41.58,1021.17,94.34,465.86
20.17,58.12,1015.41,79.47,455.25
29.36,68.94,1007.5,79.91,431.39
16.6,53.16,1014.5,76.75,457.26
11.68,39.22,1017.9,57.95,471.8
9.84,40.22,1009.5,85.38,479.65
12.19,41.17,1019.43,65.47,475.64
21.92,64.63,1020.42,65.22,452.49
20.12,69.45,1013.23,88.48,442.89
14.39,44.85,1014.19,75.16,465.88
15.42,39.82,1012.89,83.54,469.9
21.01,60.1,1010.93,78.6,450.99
13.18,43.8,1023.18,61.21,467.0
21.25,44.05,1005.69,81.87,448.43
32.13,69.98,1013.3,55.85,431.84
23.09,51.19,1009.4,81.61,443.22
23.47,69.71,1009.66,88.83,442.23
23.25,72.99,1009.17,89.85,438.51
26.19,73.77,1001.31,91.87,433.34
31.92,75.33,1001.81,61.97,436.38
12.42,43.8,1023.13,79.8,466.59
27.94,63.07,1010.75,38.57,441.0
12.26,43.48,1016.41,72.95,467.83
19.09,56.51,1015.58,92.56,449.24
22.64,58.66,1011.68,60.97,449.79
17.29,44.06,1016.24,77.56,461.38
26.97,67.32,1014.35,55.07,439.61
30.89,74.87,1008.99,56.58,432.68
30.24,67.32,1014.07,46.53,437.18
15.51,41.76,1022.81,69.55,463.82
10.53,40.64,1020.62,98.43,477.99
25.11,67.32,1014.49,58.39,441.93
31.84,71.37,1003.51,46.22,432.04
29.67,71.98,1005.16,67.75,425.14
29.56,74.22,1007.45,57.46,432.84
11.19,40.64,1020.57,84.49,472.86
9.76,40.71,1020.88,91.82,470.95
12.41,40.96,1023.36,78.96,473.59
15.5,44.34,1019.21,65.21,468.53
30.83,77.3,1001.7,57.85,435.87
15.84,49.69,1015.14,90.41,462.6
9.56,41.55,1002.67,70.27,481.24
21.67,62.39,1007.98,92.96,445.85
16.96,63.31,1016.42,77.09,454.14
11.49,44.63,1020.44,86.04,471.08
16.78,58.95,1017.74,96.24,450.02
17.94,63.07,1012.42,94.35,456.7
28.31,74.33,1011.89,69.77,428.46
23.14,58.95,1017.52,66.25,442.27
32.16,66.25,1008.17,56.88,434.5
29.93,69.48,1009.21,54.59,430.75
15.84,41.66,1009.69,62.81,465.5
11.73,37.92,1008.02,72.68,472.51
13.24,39.16,1016.52,86.66,474.48
28.8,71.58,1010.51,59.87,434.82
28.65,70.32,1008.46,58.13,433.45
31.35,68.67,1005.26,66.85,433.73
15.78,41.48,1015.55,52.17,454.25
21.98,59.39,1015.25,84.52,446.79
13.73,41.78,1011.75,49.65,464.94
27.23,71.77,1006.59,77.94,427.39
20.8,50.9,1012.07,73.16,457.0
24.14,69.23,1012.4,73.26,433.92
26.38,65.12,1016.1,47.57,441.07
24.97,63.86,1018.64,52.01,441.61
12.57,39.16,1016.53,88.91,476.2
25.6,63.9,1013.16,53.19,451.44
19.76,62.1,1020.07,73.55,450.44
24.7,50.23,1016.23,62.03,454.42
15.47,44.9,1021.59,81.74,465.61
23.78,69.71,1008.79,83.17,443.06
27.11,66.49,1013.71,39.28,435.79
22.33,71.94,1011.06,82.85,441.85
22.21,69.71,1009.69,96.85,440.14
21.2,59.39,1014.04,85.06,444.57
29.25,69.98,1010.74,57.42,430.45
23.05,58.86,1013.84,62.21,445.46
30.52,70.04,1010.62,54.47,431.14
23.22,69.04,1009.65,89.05,448.6
29.56,73.88,1005.77,66.45,436.6
19.75,54.2,1011.43,83.5,448.89
24.42,62.66,1007.65,71.57,443.09
23.62,45.87,1007.75,58.69,445.55
6.67,39.37,1019.99,75.61,486.84
20.46,54.2,1011.4,84.0,448.1
8.97,36.24,1013.21,90.77,477.89
22.16,58.82,1009.61,87.16,444.76
17.12,48.6,1007.38,79.15,454.47
25.63,48.92,1009.99,34.64,439.87
21.73,64.63,1020.84,68.9,450.36
23.37,63.77,1013.42,76.44,443.86
29.24,64.33,1011.5,64.14,440.29
23.57,64.15,1020.95,68.19,450.08
27.41,69.98,1008.51,65.49,431.64
16.82,49.15,1020.68,72.07,462.22
19.77,49.39,1019.02,91.03,451.05
30.26,76.2,1008.44,62.1,435.04
27.08,63.78,1015.04,50.8,447.24
28.31,64.79,1016.58,60.88,440.96
26.44,71.77,1006.68,81.45,430.12
21.85,69.94,1010.89,79.4,443.0
5.15,40.78,1025.34,95.84,483.03
16.14,44.63,1019.44,47.85,463.5
24.73,65.34,1015.42,52.8,446.92
13.43,43.56,1013.02,66.36,472.94
27.91,72.24,1010.74,70.8,430.73
7.51,43.02,1014.35,86.46,485.38
21.24,50.32,1008.54,84.83,447.32
12.12,38.28,1013.7,91.27,469.59
22.22,66.05,1016.15,80.58,442.95
18.01,44.2,1018.84,55.72,456.36
19.09,43.14,1012.34,45.75,463.3
27.76,44.89,1009.4,50.15,442.83
17.34,45.01,1013.22,77.71,459.01
27.88,68.94,1007.68,75.68,435.04
23.05,65.94,1010.99,69.73,442.39
26.86,70.47,1007.18,72.38,434.59
17.36,39.53,1008.28,68.87,456.57
13.8,44.21,1022.93,83.37,468.97
9.15,39.61,1018.69,84.47,475.64
8.11,42.18,1014.82,93.09,473.62
28.36,69.88,1007.75,84.17,434.03
20.29,49.69,1008.94,69.91,454.74
14.66,42.77,1019.37,79.79,463.6
25.79,67.17,1007.89,81.38,440.75
16.89,49.21,1015.19,70.39,458.25
26.26,74.9,1003.85,81.94,437.44
24.2,57.85,1013.05,70.29,446.87
30.68,71.25,999.98,68.99,433.47
11.04,41.74,1022.6,77.51,477.2
8.95,38.56,1017.85,64.34,475.43
30.76,59.57,1010.66,61.76,439.32
12.7,39.72,1017.89,62.97,467.77
23.33,72.99,1009.33,89.41,440.04
10.13,38.16,1013.57,79.04,474.92
24.91,52.3,1008.72,68.26,441.15
25.26,61.08,1013.68,71.72,447.46
23.48,73.67,1007.07,88.49,437.19
15.79,44.89,1010.19,84.61,458.09
30.74,71.77,1006.24,53.38,434.89
4.11,38.44,1015.9,81.79,488.05
16.47,44.89,1010.04,82.01,459.69
12.19,40.23,1017.76,81.44,474.92
15.33,37.2,1013.4,78.99,466.81
20.99,67.07,1005.17,82.41,442.02
4.86,39.4,1012.73,91.39,488.63
23.62,56.85,1011.11,64.44,442.96
14.54,42.77,1019.61,81.82,466.37
26.65,73.18,1012.27,83.12,437.7
32.77,72.86,1003.6,52.87,433.84
14.29,37.85,1009.98,92.81,468.63
22.29,45.01,1012.4,51.58,449.08
19.77,54.42,1011.73,89.26,458.21
13.26,45.51,1015.99,69.82,472.17
30.86,70.32,1011.88,62.68,433.71
9.77,41.44,1017.69,78.26,481.74
18.1,48.06,1015.47,82.47,454.04
11.87,40.55,1019.06,94.11,473.79
17.19,43.14,1014.34,68.62,464.72
10.72,40.81,1016.51,80.26,474.64
29.12,51.43,1005.93,60.66,437.71
27.06,64.45,1008.72,54.21,443.1
12.51,49.83,1008.61,94.27,452.84
25.21,60.37,1006.01,73.14,436.23
24.97,68.61,1011.08,58.94,447.83
24.35,70.04,1010.92,73.88,438.4
23.56,60.77,1017.93,76.34,443.13
27.39,67.07,1006.17,58.2,441.45
24.4,41.1,1002.14,38.75,451.66
22.75,70.94,1008.03,81.95,439.91
14.04,42.44,1012.74,81.89,471.81
28.37,67.07,1005.65,56.13,435.94
30.34,68.08,1010.85,49.4,428.34
15.12,48.92,1011.8,72.93,462.59
21.95,68.08,1012.91,69.36,443.93
28.0,74.22,1008.68,66.0,433.94
28.26,63.13,1012.0,68.35,440.58
16.94,50.59,1018.75,94.22,460.64
22.35,66.44,1011.19,65.41,445.27
14.19,43.71,1024.38,83.03,467.8
8.86,40.23,1017.57,90.47,478.05
6.8,41.16,1023.17,95.4,477.8
13.43,50.59,1020.38,86.3,469.33
28.94,68.67,1005.39,75.24,434.65
18.5,47.03,1013.97,93.6,460.08
12.03,40.1,1015.32,85.39,474.94
15.12,41.04,1025.95,69.67,460.58
19.17,52.9,1016.56,65.23,458.59
26.31,77.95,1012.45,77.22,436.83
30.82,78.87,1012.06,70.69,432.01
14.16,39.28,1015.63,77.29,471.27
29.83,71.98,1004.32,67.55,426.98
14.81,43.7,1015.1,60.72,469.5
9.96,42.03,1017.78,82.39,477.85
18.18,67.71,1004.5,87.26,449.24
22.59,65.06,1014.36,62.44,444.6
30.55,66.25,1009.15,63.52,440.74
19.68,44.34,1019.49,49.5,468.27
16.39,41.67,1012.96,61.07,467.68
27.34,59.87,1012.06,59.04,448.26
20.21,60.84,1018.5,82.73,447.73
14.03,44.88,1019.6,57.63,465.51
25.72,59.21,1012.37,66.62,437.72
16.2,45.76,1014.73,89.84,460.87
26.42,59.54,1007.02,76.28,438.5
26.07,71.37,1008.6,79.48,439.25
31.18,77.95,1014.89,65.62,431.58
14.78,54.3,1016.96,68.53,463.75
28.37,71.64,1007.39,71.06,434.91
20.59,42.04,1009.78,62.77,463.08
23.42,58.79,1009.74,81.54,441.46
13.58,40.75,1016.05,76.45,472.73
23.88,67.9,1005.99,67.58,446.34
28.31,66.17,1009.75,72.66,444.51
2.64,39.64,1011.02,85.24,481.29
17.55,45.87,1008.07,80.98,454.29
22.29,43.79,1015.68,41.75,461.23
10.42,41.26,1008.48,96.76,472.54
25.82,57.19,1007.99,62.95,440.8
13.95,71.14,1019.76,75.51,461.18
12.83,41.5,1013.12,86.07,470.87
9.14,37.36,1015.22,78.06,491.97
7.19,40.81,1015.22,85.65,487.15
26.91,65.34,1014.19,50.7,443.6
24.6,75.23,1012.04,76.77,434.07
21.47,57.19,1006.45,75.8,448.31
26.54,66.51,1015.39,51.22,440.04
19.72,66.51,1015.07,74.7,458.07
15.28,44.58,1016.45,83.07,467.92
20.92,70.02,1011.06,85.63,437.96
7.33,40.0,1018.96,80.76,478.16
30.1,47.93,1002.64,42.06,435.27
12.59,39.18,1024.18,67.57,471.32
12.17,41.58,1013.89,88.98,463.03
14.56,53.82,1016.37,64.46,463.64
20.06,62.1,1020.21,72.21,451.81
33.43,69.88,1006.86,44.84,435.59
10.61,40.77,1022.09,83.62,471.26
15.36,41.35,1002.4,91.67,465.01
9.42,41.4,1029.6,87.43,478.12
14.13,43.41,1015.26,55.63,461.96
13.08,44.9,1020.47,86.46,472.01
5.48,40.07,1019.63,65.62,495.76
11.88,40.64,1020.5,85.43,470.06
12.28,39.96,1011.76,77.07,468.0
20.71,46.63,1013.1,74.49,453.05
15.37,41.96,1011.58,96.76,466.02
24.28,71.98,1006.34,90.45,432.47
16.71,46.18,1012.06,96.6,458.4
27.19,71.58,1010.85,76.1,436.77
23.88,51.95,1005.37,75.25,449.52
18.56,42.28,1007.75,60.89,462.05
23.11,68.3,1017.83,86.62,437.91
27.14,64.27,1012.71,54.4,441.68
19.66,45.01,1014.42,60.14,453.45
23.38,48.78,1019.03,78.69,446.18
18.11,44.85,1014.48,48.94,458.85
7.61,44.71,1019.41,70.48,485.36
18.27,65.94,1013.09,84.72,450.33
8.58,40.72,1022.04,87.55,480.96
23.48,65.12,1015.82,60.83,445.66
27.33,68.94,1007.04,61.83,431.96
31.25,73.5,1010.81,45.2,432.25
20.82,52.84,1004.13,79.42,449.59
30.34,75.08,1005.32,52.97,437.26
21.01,44.05,1010.61,64.12,445.07
24.91,69.89,1015.25,82.39,438.29
29.14,67.45,1015.51,46.47,433.34
17.8,62.26,1011.81,89.81,451.62
18.88,65.94,1010.43,85.54,445.61
6.71,40.72,1022.78,80.69,483.11
21.16,65.48,1016.99,72.79,446.37
10.42,41.46,1021.04,89.16,479.24
20.57,44.78,1008.89,38.78,465.69
19.13,59.21,1018.32,89.66,450.81
20.08,49.69,1008.34,69.88,453.54
12.43,43.22,1008.93,77.42,468.01
10.33,40.69,1014.25,84.46,480.18
9.64,39.35,1015.1,91.76,479.81
22.24,69.23,1011.83,79.37,441.9
15.92,41.2,1016.04,73.37,468.91
17.84,61.27,1020.1,70.68,454.57
10.57,36.71,1022.11,82.39,472.62
15.29,41.1,1005.75,85.53,467.99
31.23,72.58,1006.61,60.8,427.58
20.25,63.91,1009.27,97.97,448.37
27.58,78.05,1010.83,94.98,431.95
16.32,43.56,1014.4,59.77,463.57
24.7,44.57,1008.24,57.62,444.65
23.53,50.05,1005.63,78.4,443.71
24.51,51.86,1014.64,67.57,446.74
26.6,61.41,1012.35,54.42,451.4
24.23,58.79,1009.8,75.75,444.01
18.96,47.83,1006.15,75.61,454.35
10.38,41.01,1020.8,94.26,465.9
29.38,74.9,1003.25,72.19,433.74
20.3,67.32,1013.49,80.9,441.51
17.03,47.83,1004.94,79.68,460.43
23.63,58.62,1016.45,69.97,445.51
23.6,48.98,1015.41,48.28,448.43
9.81,44.45,1021.19,90.55,471.32
20.84,65.06,1016.88,71.93,445.74
22.08,41.1,1002.19,46.69,455.04
16.18,41.66,1010.01,65.62,465.82
14.95,43.52,1022.43,94.75,464.98
16.98,63.09,1020.44,95.18,450.55
24.11,68.3,1017.33,79.16,432.62
23.64,63.31,1014.5,61.83,440.7
23.43,63.94,1010.64,89.29,440.16
23.07,65.27,1013.24,58.38,443.42
21.39,64.27,1011.71,95.39,445.12
24.2,60.95,1014.82,59.42,448.43
29.46,49.3,1003.88,54.1,436.37
28.62,69.98,1013.3,68.53,432.11
13.95,40.2,1013.18,90.77,464.79
20.54,68.12,1012.23,81.06,440.28
25.56,75.6,1017.37,69.31,442.2
15.4,40.69,1015.1,70.25,471.66
21.98,55.5,1017.89,57.9,457.29
11.5,40.22,1010.31,78.08,476.46
28.64,69.23,1013.11,37.13,434.4
27.25,50.05,1006.53,60.64,439.63
29.53,71.97,1008.6,79.25,434.96
5.78,40.62,1016.55,84.98,484.13
26.45,74.33,1013.81,61.7,433.16
23.32,66.48,1003.92,72.25,436.26
21.28,44.05,1005.69,83.2,444.56
18.12,58.95,1017.82,86.16,449.28
27.89,69.88,1007.99,85.62,430.75
22.36,58.79,1016.69,73.6,445.76
17.46,40.22,1006.7,91.96,461.74
13.89,41.49,1020.02,86.47,469.6
21.67,69.71,1010.46,96.83,440.16
23.48,66.44,1011.28,61.11,443.21
30.25,68.24,1006.58,31.9,432.05
28.13,68.12,1012.6,44.71,435.85
29.13,62.26,1010.51,52.94,436.37
22.86,62.52,1016.23,70.67,447.96
26.31,66.48,1005.93,63.9,432.89
11.61,52.75,1020.94,77.56,464.68
9.47,36.54,1007.93,77.65,475.48
17.0,45.09,1013.52,88.32,458.94
22.7,66.44,1011.19,68.36,444.02
14.1,42.74,1026.92,67.25,466.1
24.49,59.87,1018.4,59.95,444.54
27.29,62.66,1007.63,58.02,439.58
26.43,58.41,1013.57,64.67,444.74
8.16,39.72,1020.54,82.11,480.21
30.95,73.06,1008.86,74.86,431.77
19.12,45.01,1014.0,59.95,453.24
11.65,41.54,1020.09,67.96,476.4
14.29,46.18,1017.01,87.29,464.73
19.26,58.46,1015.74,84.64,450.66
24.9,67.25,1017.77,66.17,433.71
32.32,76.09,1006.63,62.96,432.53
28.25,71.77,1006.36,67.03,429.39
10.26,39.13,1010.94,87.78,474.16
31.31,67.48,1009.71,57.06,440.38
28.26,69.23,1013.01,42.1,436.31
31.98,73.42,1010.66,60.06,432.2
25.0,68.14,1005.35,57.13,437.67
17.1,48.98,1016.48,85.63,454.43
5.96,36.25,1029.4,88.63,488.2
22.49,61.47,1009.14,90.23,437.01
14.01,43.34,1016.95,83.41,463.81
12.08,41.39,1019.45,78.3,477.8
7.45,39.61,1017.88,79.73,478.89
29.56,51.43,1005.87,59.22,437.93
16.61,45.87,1009.34,97.93,455.86
23.75,67.9,1006.25,70.17,445.22
13.9,44.0,1025.1,87.17,466.24
23.02,59.21,1011.74,83.18,440.5
14.47,42.99,1009.78,91.15,469.0
28.54,69.59,1008.84,78.62,433.3
21.59,66.54,1004.88,90.54,441.71
26.95,70.8,1009.73,82.95,436.8
11.3,25.36,1008.66,96.18,471.19
23.27,64.15,1020.98,71.18,452.26
20.35,67.71,1005.85,63.97,446.42
22.09,65.59,1015.54,72.44,447.28
29.05,71.85,1008.6,78.69,428.39
8.22,41.82,1032.77,71.63,477.86
20.12,65.94,1009.93,76.24,447.46
26.09,58.41,1013.64,64.58,438.86
23.16,57.76,1017.74,63.79,451.79
10.98,37.5,1011.12,97.51,472.34
13.08,42.32,1016.63,83.72,462.41
15.28,43.71,1024.32,81.24,463.44
30.2,70.02,1009.85,63.39,437.48
21.75,65.12,1015.53,66.0,452.89
13.95,38.73,1003.87,83.94,468.21
23.36,62.52,1016.18,68.18,448.37
7.11,41.74,1022.35,90.68,487.85
15.09,39.52,1017.05,72.43,469.8
24.73,69.05,1003.25,66.44,437.93
29.14,61.5,1009.64,39.95,437.76
11.98,44.6,1018.59,86.71,470.02
17.61,56.53,1019.5,82.3,457.01
26.3,71.94,1006.64,85.12,428.83
16.77,45.01,1013.47,81.42,458.22
15.33,52.05,1014.15,80.56,452.82
13.89,45.08,1024.64,82.29,467.74
22.99,46.21,1010.71,60.11,444.36
26.53,69.71,1009.88,76.26,446.17
19.04,68.28,1004.52,86.16,444.54
25.54,49.16,1003.64,47.4,443.55
25.42,75.6,1017.39,77.63,438.24
17.8,43.72,1008.71,78.5,458.92
28.79,70.79,1003.83,65.9,425.64
9.69,40.46,1019.1,71.91,472.16
9.41,40.43,1025.68,79.49,492.88
7.4,40.72,1022.56,87.67,484.29
26.65,58.41,1013.53,65.83,442.66
15.2,40.55,1005.0,88.4,465.09
20.0,56.53,1020.43,75.94,454.86
21.97,58.79,1010.93,86.7,448.8
10.72,41.38,1021.6,63.77,478.29
21.73,61.45,1010.27,91.59,442.78
16.72,44.34,1019.26,63.77,465.89
23.74,49.21,1012.78,42.5,447.67
31.27,73.77,1003.27,71.48,430.32
28.18,66.56,1005.69,65.67,426.79
21.9,47.43,1006.8,60.48,452.13
5.85,41.55,1001.95,99.41,484.47
7.64,40.81,1026.67,95.24,483.38
30.24,68.24,1009.68,64.67,426.25
28.61,69.75,1009.82,71.7,440.53
8.43,40.69,1020.36,87.28,484.94
10.3,41.46,1018.21,86.17,479.65
22.38,71.85,1009.56,74.91,441.47
11.23,39.72,1018.46,60.62,475.04
26.9,59.14,1016.18,70.88,436.16
14.82,40.0,1016.32,66.3,458.46
31.13,67.45,1015.02,41.34,435.14
24.38,63.91,1009.53,79.11,446.02
24.88,73.17,1012.26,84.96,434.85
23.68,68.12,1011.18,72.45,441.54
14.03,49.83,1006.64,90.01,463.71
6.01,35.79,1011.26,90.72,482.79
26.18,69.84,1005.13,72.89,431.69
25.14,49.02,1007.56,79.02,438.53
23.79,58.59,1013.94,72.5,443.19
12.52,42.34,1018.67,95.29,464.71
22.58,41.54,1013.21,71.33,460.95
18.97,44.85,1014.86,46.31,466.17
15.27,41.16,1009.0,84.12,467.01
19.74,45.38,1015.11,80.67,459.39
24.77,57.17,1010.66,73.0,441.12
5.54,41.38,1020.47,82.91,490.07
24.39,70.72,1009.78,82.25,442.04
8.53,38.18,1017.54,76.49,480.86
25.14,60.37,1006.63,77.17,438.39
16.63,39.16,1005.85,72.02,460.29
16.87,52.05,1012.7,71.63,460.31
13.1,40.55,1007.59,95.46,472.37
4.77,39.33,1011.32,68.98,494.91
10.27,40.64,1020.63,84.6,474.99
25.31,74.33,1015.04,79.88,436.21
31.37,74.87,1009.22,56.58,436.16
23.02,67.25,1017.17,72.0,443.44
11.82,41.74,1022.36,74.06,476.21
10.07,40.92,1021.43,97.15,467.01
14.18,39.3,1020.1,67.48,464.32
5.81,35.79,1012.14,92.28,484.41
5.62,43.65,1017.9,77.43,481.69
15.65,54.3,1018.0,69.66,461.69
22.5,45.38,1014.11,65.08,458.19
25.96,60.32,1016.17,55.51,443.44
10.07,41.39,1019.89,70.53,480.54
29.33,64.84,1010.76,53.32,443.15
22.41,66.56,1003.3,88.71,435.75
11.95,39.82,1013.4,92.51,474.56
13.49,44.63,1019.12,70.02,471.08
20.42,45.01,1012.23,66.5,451.28
11.17,40.27,1009.54,74.56,476.18
12.0,41.5,1013.21,86.75,473.68
22.56,62.26,1012.11,63.16,445.33
26.96,72.58,1009.23,89.62,429.03
12.85,40.35,1011.29,81.27,472.69
21.5,44.58,1016.87,57.58,460.2
32.48,69.75,1009.05,40.47,438.17
26.92,68.27,1008.11,61.73,435.17
17.3,58.59,1015.52,87.17,454.88
12.85,41.14,1027.04,86.29,464.86
9.2,40.77,1011.88,89.86,479.82
19.66,51.43,1010.17,84.19,459.12
25.76,74.87,1010.18,65.15,443.7
29.17,73.17,1009.87,60.97,432.07
7.47,40.07,1015.45,50.3,489.59
10.55,41.55,1005.02,63.24,473.99
30.21,79.74,1006.82,54.03,430.83
16.59,43.56,1012.88,59.61,465.03
14.55,42.74,1028.41,70.09,465.81
8.39,36.3,1015.39,62.23,479.57
30.29,74.16,1008.77,75.23,431.39
21.81,43.77,1011.97,64.72,453.13
29.79,68.24,1009.19,65.49,428.44
10.96,37.5,1013.46,79.54,471.05
26.97,64.45,1009.43,53.96,443.75
29.53,70.79,1003.7,60.89,426.85
29.25,67.32,1013.88,38.57,437.94
32.13,74.34,1003.34,56.39,436.3
23.26,63.56,1013.64,71.3,446.67
28.19,68.08,1013.41,43.93,436.43
20.79,57.32,1012.47,70.09,446.18
24.73,69.94,1006.09,59.15,439.86
29.47,71.32,1008.07,67.0,437.14
21.46,50.59,1016.75,67.14,453.67
30.11,70.8,1008.57,69.25,432.33
13.18,40.73,1017.62,94.4,465.96
24.82,71.94,1010.5,64.67,438.69
14.51,49.83,1006.27,91.65,460.45
28.98,73.42,1011.25,72.9,432.2
14.01,38.91,1015.86,69.24,470.1
25.52,67.17,1007.33,85.12,440.02
16.76,48.14,1012.92,65.74,456.31
29.29,70.02,1010.13,46.93,438.84
25.74,59.07,1007.37,79.89,441.05
7.06,41.74,1021.95,90.38,448.97
8.06,39.96,1024.23,94.48,476.03
13.87,42.99,1007.45,81.52,471.12
31.74,67.32,1013.69,36.59,436.17
11.5,40.78,1023.91,86.31,467.74
15.73,38.73,1002.48,76.91,466.63
19.46,60.07,1014.81,66.61,451.89
22.75,58.79,1011.44,84.47,445.67
27.35,77.95,1017.43,73.36,437.61
8.23,43.79,1016.11,82.11,484.67
9.97,41.62,1013.99,96.02,464.86
25.45,74.33,1015.53,80.95,435.12
31.49,73.5,1010.71,40.16,432.13
14.83,53.82,1016.57,63.47,464.0
